,ID,Commands,Label,seq_out
745,746,take out the garbage,"[('B-take', 0)]","['B-take', 'O', 'O', 'O']"
746,747,tell me the name of the person at the dining table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
747,748,tell me how many people in the bedroom are lying down,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 7)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'O', 'O', 'O']"
748,749,could you please give me the left most object from the counter,"[('B-take', 3), ('B-take.per', 4), ('B-take.dest', 11)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
749,750,could you please follow skyler from the bookcase to the bedroom,"[('B-follow', 3), ('B-follow.per', 4), ('B-follow.dest', 10), ('B-follow.dest', 7)]","['O', 'O', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest']"
750,751,please give me the fruits,"[('B-take', 1), ('B-take.per', 2)]","['O', 'B-take', 'B-take.per', 'O', 'O']"
751,752,please navigate to the bed meet alex and follow him,"[('B-go', 1), ('B-go.dest', 4), ('B-find', 5), ('B-find.per', 6), ('B-follow', 8), ('B-follow.per', 9)]","['O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
752,753,robot please navigate to the sink meet alex and follow him,"[('B-go', 2), ('B-go.dest', 5), ('B-find', 6), ('B-find.per', 7), ('B-follow', 9), ('B-follow.per', 10)]","['O', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
753,754,follow linda,"[('B-follow', 0), ('B-follow.per', 1)]","['B-follow', 'B-follow.per']"
754,755,guide charlie to the exit you may find her at the dining table,"[('B-take', 0), ('B-take.per', 5), ('B-take.per', 1), ('B-take.dest', 4), ('B-find', 7), ('B-find.per', 8), ('B-find.dest', 12), ('B-find.dest', 11), ('I-find.dest', 12)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'B-take.per', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest']"
755,756,robot please bring me the right most object from the desk,"[('B-take', 2), ('B-take.per', 3), ('B-take.dest', 10)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
756,757,could you accompany alex to the end table,"[('B-take', 2), ('B-take.per', 3), ('B-take.dest', 7), ('B-take.dest', 6), ('I-take.dest', 7)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'I-take.dest']"
757,758,could you meet francis at the couch and follow him to the corridor,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-follow', 8), ('B-follow.per', 9), ('B-follow.dest', 12)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest']"
758,759,go to the bookcase meet elizabeth and escort her to the entrance,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-take', 7), ('B-take.per', 8), ('B-take.dest', 11)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
759,760,could you follow linda,"[('B-follow', 2), ('B-follow.per', 3)]","['O', 'O', 'B-follow', 'B-follow.per']"
760,761,greet elizabeth at the end table and introduce it to william at the desk,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-say', 7), ('B-say.obj', 8), ('B-say.dest', 13), ('B-say.per', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
761,762,bring me the fruits,"[('B-take', 0), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O']"
762,763,contact alex at the front entrance and introduce him to all the women in the dining room,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 5), ('B-say', 7), ('B-say.per', 8), ('B-say.dest', 16), ('B-say.dest', 15), ('I-say.dest', 16)]","['B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
763,764,could you bring me the tableware,"[('B-take', 2), ('B-take.per', 3), ('B-take.obj', 5)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'B-take.obj']"
764,765,robot please go to the bed meet michael and lead him,"[('B-go', 2), ('B-go.dest', 5), ('B-find', 6), ('B-find.per', 7), ('B-take', 9), ('B-take.per', 10)]","['O', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
765,766,meet john at the couch follow him and go to the corridor,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
766,767,find the cutlery in the bedroom,"[('B-find', 0), ('B-find.obj', 2), ('B-find.dest', 5)]","['B-find', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest']"
767,768,please face patricia at the sink and take her to her taxi,"[('B-find', 1), ('B-find.dest', 5), ('B-find.per', 2), ('B-take', 7), ('B-take.per', 8)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
768,769,guide robin to the entrance you may find her at the dishwasher,"[('B-take', 0), ('B-take.per', 5), ('B-take.per', 1), ('B-take.dest', 4), ('B-find', 7), ('B-find.per', 8), ('B-find.dest', 11)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'B-take.per', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest']"
769,770,bring me the thinnest object from the end table,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 8), ('B-take.dest', 7), ('I-take.dest', 8)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'B-take.dest', 'I-take.dest']"
770,771,tell me how many people in the dining room are lying down,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 8), ('B-say.dest', 7), ('I-say.dest', 8)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest', 'O', 'O', 'O']"
771,772,tell me the pose of the person in the bedroom,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
772,773,go to the dining table locate the paprika and place it on the sink,"[('B-go', 0), ('B-go.dest', 4), ('B-go.dest', 3), ('I-go.dest', 4), ('B-find', 5), ('B-find.obj', 7), ('B-put', 9), ('B-put.obj', 10), ('B-put.dest', 13)]","['B-go', 'O', 'O', 'B-go.dest', 'I-go.dest', 'B-find', 'O', 'B-find.obj', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest']"
773,774,greet james at the end table and introduce it to skyler at the exit,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-say', 7), ('B-say.obj', 8), ('B-say.dest', 13), ('B-say.per', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
774,775,bring me the largest object from the cupboard,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 7)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
775,776,give me the fruits,"[('B-take', 0), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O']"
776,777,tell me how many cloth there are on the counter,"[('B-say', 0), ('B-say.per', 1), ('B-say.obj', 4), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'B-say.obj', 'O', 'O', 'O', 'O', 'B-say.dest']"
777,778,bring me the orange from the bookcase,"[('B-take', 0), ('B-take.per', 1), ('B-take.obj', 3), ('B-take.dest', 6)]","['B-take', 'B-take.per', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
778,779,could you meet robin at the end table follow her and navigate to the kitchen,"[('B-find', 2), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7), ('B-find.per', 3), ('B-follow', 8), ('B-follow.per', 9), ('B-go', 11), ('B-go.dest', 14)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
779,780,meet michael at the bookcase and follow him,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 6), ('B-follow.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per']"
780,781,go to the bookcase meet mary and accompany her to the bed,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-take', 7), ('B-take.dest', 11), ('B-take.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
781,782,could you tell me which are the three biggest objects on the storage table,"[('B-say', 2), ('B-say.per', 3), ('B-say.dest', 13), ('B-say.dest', 12), ('I-say.dest', 13)]","['O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
782,783,contact alex at the bed and ask him to leave,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-say', 6), ('B-say.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
783,784,meet william and accompany him,"[('B-find', 0), ('B-find.per', 1), ('B-take', 3), ('B-take.per', 4)]","['B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
784,785,bring me the sausages,"[('B-take', 0), ('B-take.per', 1), ('B-take.obj', 3)]","['B-take', 'B-take.per', 'O', 'B-take.obj']"
785,786,contact linda at the exit and introduce it to jennifer at the bed,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-say', 6), ('B-say.obj', 7), ('B-say.dest', 12), ('B-say.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
786,787,find alex at the bed and ask him to leave,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-say', 6), ('B-say.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
787,788,could you please tell the day of the week to the person raising their right arm in the corridor,"[('B-say', 3), ('B-say.dest', 18)]","['O', 'O', 'O', 'B-say', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
788,789,could you please take the orange from the living room to the bookcase,"[('B-take', 3), ('B-take.dest', 9), ('B-take.dest', 12), ('B-take.dest', 8), ('I-take.dest', 9), ('B-take.obj', 5)]","['O', 'O', 'O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest', 'O', 'O', 'B-take.dest']"
789,790,say the time to the person pointing to the left in the corridor,"[('B-say', 0), ('B-say.dest', 12)]","['B-say', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
790,791,lead skyler to the desk you can find him at the bed,"[('B-take', 0), ('B-take.obj', 6), ('B-take.per', 5), ('B-take.per', 1), ('B-take.dest', 4), ('B-find', 7), ('B-find.dest', 11), ('B-find.per', 8)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'B-take.per', 'B-take.obj', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest']"
791,792,could you please lead robin to the end table you may find him at the bed,"[('B-take', 3), ('B-take.per', 9), ('B-take.per', 4), ('B-take.dest', 8), ('B-take.dest', 7), ('I-take.dest', 8), ('B-find', 11), ('B-find.dest', 15), ('B-find.per', 12)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'I-take.dest', 'B-take.per', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest']"
792,793,please navigate to the bookcase locate the cloth and place it on the desk,"[('B-go', 1), ('B-go.dest', 4), ('B-find', 5), ('B-find.obj', 7), ('B-put', 9), ('B-put.obj', 10), ('B-put.dest', 13)]","['O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'B-find.obj', 'O', 'B-put', 'B-put.obj', 'O', 'O', 'B-put.dest']"
793,794,take the cascade pod from the side table and put it on the storage table,"[('B-take', 0), ('B-take.dest', 7), ('B-take.dest', 6), ('I-take.dest', 7), ('B-take.obj', 2), ('I-take.obj', 3), ('B-take', 9), ('B-take.obj', 10), ('B-take.dest', 14), ('B-take.dest', 13), ('I-take.dest', 14)]","['B-take', 'O', 'B-take.obj', 'I-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
794,795,could you give me the orange from the end table,"[('B-take', 2), ('B-take.per', 3), ('B-take.dest', 9), ('B-take.dest', 8), ('I-take.dest', 9), ('B-take.obj', 5)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
795,796,could you please tell me the pose of the person at the bookcase,"[('B-say', 3), ('B-say.per', 4), ('B-say.dest', 12)]","['O', 'O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
796,797,robot please tell me the gender of the person in the corridor,"[('B-say', 2), ('B-say.per', 3), ('B-say.dest', 11)]","['O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
797,798,meet charlie at the dining table follow her and lead her back,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-take', 9), ('B-take.per', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
798,799,bring me the cloth,"[('B-take', 0), ('B-take.per', 1), ('B-take.obj', 3)]","['B-take', 'B-take.per', 'O', 'B-take.obj']"
799,800,guide linda to the sink you can find her at the end table,"[('B-take', 0), ('B-take.obj', 6), ('B-take.per', 5), ('B-take.per', 1), ('B-take.dest', 4), ('B-find', 7), ('B-find.per', 8), ('B-find.dest', 12), ('B-find.dest', 11), ('I-find.dest', 12)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'B-take.per', 'B-take.obj', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest']"
800,801,navigate to the exit meet jennifer and accompany her to the bed,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-take', 7), ('B-take.dest', 11), ('B-take.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
801,802,guide james from the entrance to the exit,"[('B-take', 0), ('B-take.dest', 7), ('B-take.dest', 4), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
802,803,could you please lead james to the bookcase,"[('B-take', 3), ('B-take.per', 4), ('B-take.dest', 7)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
803,804,take my bag to the taxi,"[('B-take', 0), ('B-take.obj', 2)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'O']"
804,805,bring the potato chips to the dining table,"[('B-take', 0), ('B-take.obj', 3), ('B-take.obj', 2), ('I-take.obj', 3), ('B-take.dest', 7), ('B-take.dest', 6), ('I-take.dest', 7)]","['B-take', 'O', 'B-take.obj', 'I-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
805,806,meet skyler at the sink follow him and go to the dining room,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 12), ('B-go.dest', 11), ('I-go.dest', 12)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
806,807,tell me how many people in the living room are lying down,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 8), ('B-say.dest', 7), ('I-say.dest', 8)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest', 'O', 'O', 'O']"
807,808,could you locate the containers in the bedroom,"[('B-find', 2), ('B-find.dest', 7), ('B-find.obj', 4)]","['O', 'O', 'B-find', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest']"
808,809,could you please give me the tableware,"[('B-take', 3), ('B-take.per', 4), ('B-take.obj', 6)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'B-take.obj']"
809,810,follow charlie from the dishwasher to the bedroom,"[('B-follow', 0), ('B-follow.dest', 7), ('B-follow.dest', 4), ('B-follow.per', 1)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest']"
810,811,could you please navigate to the bed meet robin and guide him to the bookcase,"[('B-go', 3), ('B-go.dest', 6), ('B-find', 7), ('B-find.per', 8), ('B-take', 10), ('B-take.per', 11), ('B-take.dest', 14)]","['O', 'O', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
811,812,could you please face skyler at the end table and introduce it to francis at the bed,"[('B-find', 3), ('B-find.dest', 8), ('B-find.dest', 7), ('I-find.dest', 8), ('B-find.per', 4), ('B-say', 10), ('B-say.obj', 11), ('B-say.dest', 16), ('B-say.per', 13)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
812,813,please meet francis at the sink follow him and escort him back,"[('B-find', 1), ('B-find.dest', 5), ('B-find.per', 2), ('B-follow', 6), ('B-follow.per', 7), ('B-take', 9), ('B-take.per', 10)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
813,814,could you please give me the cloth,"[('B-take', 3), ('B-take.per', 4), ('B-take.obj', 6)]","['O', 'O', 'O', 'B-take', 'B-take.per', 'O', 'B-take.obj']"
814,815,tell me the gender of the person in the dining room,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
815,816,please follow robert,"[('B-follow', 1), ('B-follow.per', 2)]","['O', 'B-follow', 'B-follow.per']"
816,817,could you tell me the gender of the person at the desk,"[('B-say', 2), ('B-say.per', 3), ('B-say.dest', 11)]","['O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
817,818,follow robin from the end table to the kitchen,"[('B-follow', 0), ('B-follow.dest', 5), ('B-follow.dest', 8), ('B-follow.dest', 4), ('I-follow.dest', 5), ('B-follow.per', 1)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'I-follow.dest', 'O', 'O', 'B-follow.dest']"
818,819,could you please meet patricia at the couch follow her and navigate to the living room,"[('B-find', 3), ('B-find.dest', 7), ('B-find.per', 4), ('B-follow', 8), ('B-follow.per', 9), ('B-go', 11), ('B-go.dest', 15), ('B-go.dest', 14), ('I-go.dest', 15)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
819,820,tell me how many sausages there are on the counter,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9), ('B-say.obj', 4)]","['B-say', 'B-say.per', 'O', 'O', 'B-say.obj', 'O', 'O', 'O', 'O', 'B-say.dest']"
820,821,bring the fork to the counter,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 5)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
821,822,meet robin at the dining table follow him and guide him back,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-take', 9), ('B-take.per', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
822,823,could you escort robert from the exit to the bookcase,"[('B-take', 2), ('B-take.dest', 6), ('B-take.dest', 9), ('B-take.per', 3)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
823,824,meet charlie at the exit follow him and guide him back,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
824,825,could you tell me how many bowl there are on the end table,"[('B-say', 2), ('B-say.per', 3), ('B-say.obj', 6), ('B-say.dest', 12), ('B-say.dest', 11), ('I-say.dest', 12)]","['O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'B-say.obj', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
825,826,could you please arrange drinks to all the people in the bedroom,"[('B-take', 3), ('B-take.obj', 4), ('B-take.dest', 11)]","['O', 'O', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
826,827,robot please tell me the pose of the person at the end table,"[('B-say', 2), ('B-say.per', 3), ('B-say.dest', 12), ('B-say.dest', 11), ('I-say.dest', 12)]","['O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
827,828,could you please look for the fruits in the kitchen,"[('B-find', 3), ('B-find.dest', 9)]","['O', 'O', 'O', 'B-find', 'O', 'O', 'O', 'O', 'O', 'B-find.dest']"
828,829,meet james at the exit follow him and go to the bedroom,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
829,830,please give me the lightest object from the dining table,"[('B-take', 1), ('B-take.per', 2), ('B-take.dest', 9), ('B-take.dest', 8), ('I-take.dest', 9)]","['O', 'B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'B-take.dest', 'I-take.dest']"
830,831,robot please give me the thinnest cutlery from the bookcase,"[('B-take', 2), ('B-take.per', 3), ('B-take.obj', 6), ('B-take.dest', 9)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
831,832,robot please meet john at the bed and accompany him to the sink,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-take', 8), ('B-take.per', 9), ('B-take.dest', 12)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
832,833,meet mary at the exit and follow her,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per']"
833,834,tell me what s the largest food on the dining table,"[('B-say', 0), ('B-say.per', 1), ('B-say.obj', 6), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'B-say.obj', 'O', 'O', 'B-say.dest', 'I-say.dest']"
834,835,meet elizabeth at the end table and take her to the desk,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-take', 7), ('B-take.per', 8), ('B-take.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
835,836,please guide charlie to the dishwasher,"[('B-take', 1), ('B-take.per', 2), ('B-take.dest', 5)]","['O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
836,837,could you please meet jennifer at the desk and follow her to the dining room,"[('B-find', 3), ('B-find.dest', 7), ('B-find.per', 4), ('B-follow', 9), ('B-follow.per', 10), ('B-follow.dest', 14), ('B-follow.dest', 13), ('I-follow.dest', 14)]","['O', 'O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'I-follow.dest']"
837,838,follow robin from the end table to the living room,"[('B-follow', 0), ('B-follow.dest', 9), ('B-follow.dest', 5), ('B-follow.dest', 4), ('I-follow.dest', 5), ('B-follow.dest', 8), ('I-follow.dest', 9), ('B-follow.per', 1)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'I-follow.dest', 'O', 'O', 'B-follow.dest', 'I-follow.dest']"
838,839,please meet linda at the entrance follow her and accompany her back,"[('B-find', 1), ('B-find.per', 2), ('B-find.dest', 5), ('B-follow', 6), ('B-follow.per', 7), ('B-take', 9), ('B-take.per', 10)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
839,840,please contact patricia at the bed and introduce it to charlie at the end table,"[('B-find', 1), ('B-find.dest', 5), ('B-find.per', 2), ('B-say', 7), ('B-say.obj', 8), ('B-say.dest', 14), ('B-say.dest', 13), ('I-say.dest', 14), ('B-say.per', 10)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest', 'I-say.dest']"
840,841,please meet jennifer at the desk follow her and escort her back,"[('B-find', 1), ('B-find.dest', 5), ('B-find.per', 2), ('B-follow', 6), ('B-follow.per', 7), ('B-take', 9), ('B-take.per', 10)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
841,842,answer a question to the person pointing to the left in the bedroom,"[('B-say', 0), ('B-say.dest', 12)]","['B-say', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
